Surface sprctrum from AMT13
Measured at 6 wavebands intepolated to get 15
Format: I5,F15.6 
  400  0.003101
  425  0.003326
  450  0.003517
  475  0.003633
  500  0.003636
  525  0.003519
  550  0.003440
  575  0.003259
  600  0.003011
  625  0.002763
  650  0.002514
  675  0.002265
  700  0.002016
